id_code,current_date,current_time,source_name,destination_name,train_name,target,country_code_source,longitude_source,latitude_source,mean_halt_times_source,country_code_destination,longitude_destination,latitude_destination,mean_halt_times_destination,current_year,current_week,current_day,is_weekend
ajfflvnprxlcgta,2016-09-09,09:23:02 AM,station$349,station$147,ICYZYT,medium,whber,4.691497,50.570489,84.806358381503,whber,4.356801,50.845658,634.16473988439,2016,36,Friday,False
ifnigqvlzqmlzua,2016-09-09,02:55:11 PM,station$525,station$544,ICYSZW,low,whber,3.216726,51.197226,164.41907514451,whber,3.710675,51.035896,309.01445086705,2016,36,Friday,False
yztlcffrjeyikng,2016-09-09,04:42:41 PM,station$544,station$525,ICZVXT,low,whber,3.710675,51.035896,309.01445086705,whber,3.216726,51.197226,164.41907514451,2016,36,Friday,False
ywjxrvphxjuioyh,2016-09-09,04:44:45 PM,station$130,station$281,ICWZV,high,whber,4.360846,50.859663,640.26589595376,whber,5.566694999999999,50.62455,269.12427745665,2016,36,Friday,False
klkbscgqpuluwyz,2016-09-09,07:10:22 PM,station$147,station$266,ICVAT,low,whber,4.356801,50.845658,634.16473988439,whber,4.715866,50.88228,351.9161849711,2016,36,Friday,False
uclvgbybbdwvwqa,2016-09-09,09:49:20 PM,station$582,station$579,LVUR,high,whber,3.881883,51.001603,74.606936416185,whber,4.011094,51.003149,21.433526011561,2016,36,Friday,False
qgewugiwmoguhhd,2016-09-09,09:49:31 PM,station$582,station$579,LVTA,low,whber,3.881883,51.001603,74.606936416185,whber,4.011094,51.003149,21.433526011561,2016,36,Friday,False
gaugdrwudohkzhf,2016-09-10,11:16:49 AM,station$525,station$544,ICVZA,low,whber,3.216726,51.197226,164.41907514451,whber,3.710675,51.035896,309.01445086705,2016,36,Saturday,True
rngdnygqnwhzdjl,2016-09-10,02:48:41 PM,station$178,station$544,ICYUZW,medium,whber,4.421101,51.2172,467.98265895954,whber,3.710675,51.035896,309.01445086705,2016,36,Saturday,True
iyyzlniwukwwgys,2016-09-10,02:49:01 PM,station$178,station$544,ICYUZW,high,whber,4.421101,51.2172,467.98265895954,whber,3.710675,51.035896,309.01445086705,2016,36,Saturday,True
wbgsnghgvirwngn,2016-09-10,10:13:16 PM,station$544,station$525,ICZSWY,low,whber,3.710675,51.035896,309.01445086705,whber,3.216726,51.197226,164.41907514451,2016,36,Saturday,True
oiqdoecscjeofbc,2016-09-11,07:49:46 AM,station$525,station$150,ICVAT,low,whber,3.216726,51.197226,164.41907514451,whber,4.336531,50.835707,686.61560693642,2016,36,Sunday,True
zqmcribpybbxvtp,2016-09-11,04:19:42 PM,station$214,station$214,ICYUZV,medium,whber,4.482785,51.017648,306.52312138727996,whber,4.482785,51.017648,306.52312138727996,2016,36,Sunday,True
gumkbqymmixzmlw,2016-09-12,06:19:59 AM,station$598,station$544,ICXUYS,low,whber,4.0396529999999995,50.942813,88.263005780347,whber,3.710675,51.035896,309.01445086705,2016,37,Monday,False
omvefhcpxmghjvk,2016-09-12,06:20:31 AM,station$598,station$544,ICYYYT,medium,whber,4.0396529999999995,50.942813,88.263005780347,whber,3.710675,51.035896,309.01445086705,2016,37,Monday,False
maouqfmygwwtpai,2016-09-12,08:27:06 AM,station$565,station$576,LVVT,low,whber,3.768889,51.017531,64.190751445087,whber,4.101426999999999,51.022781,101.87283236994,2016,37,Monday,False
molwtamcqzedijc,2016-09-12,05:11:27 PM,station$544,station$565,LZSUT,medium,whber,3.710675,51.035896,309.01445086705,whber,3.768889,51.017531,64.190751445087,2016,37,Monday,False
ricpwrfnvyleyky,2016-09-12,06:57:51 PM,station$544,station$550,ICXUWA,medium,whber,3.710675,51.035896,309.01445086705,whber,3.330341,50.990842,19.890173410404998,2016,37,Monday,False
uygrplcvsgccjhv,2016-09-13,08:38:31 AM,station$565,station$576,LVVT,low,whber,3.768889,51.017531,64.190751445087,whber,4.101426999999999,51.022781,101.87283236994,2016,37,Tuesday,False
hxrgxbkrvvhlwyz,2016-09-13,08:46:25 AM,station$550,station$544,ICXUAT,medium,whber,3.330341,50.990842,19.890173410404998,whber,3.710675,51.035896,309.01445086705,2016,37,Tuesday,False
slnajejjgytflgm,2016-09-13,04:38:11 PM,station$150,station$501,ICZTXT,high,whber,4.336531,50.835707,686.61560693642,whber,3.856543,50.449827,58.341040462428,2016,37,Tuesday,False
oiubbjybnovmepe,2016-09-13,05:34:01 PM,station$576,station$565,LVSS,low,whber,4.101426999999999,51.022781,101.87283236994,whber,3.768889,51.017531,64.190751445087,2016,37,Tuesday,False
hsoanbobwhxupce,2016-09-13,05:55:44 PM,station$544,station$147,ICWZT,low,whber,3.710675,51.035896,309.01445086705,whber,4.356801,50.845658,634.16473988439,2016,37,Tuesday,False
grnbzlerkkgxoat,2016-09-15,07:27:23 AM,station$565,station$576,LVVU,low,whber,3.768889,51.017531,64.190751445087,whber,4.101426999999999,51.022781,101.87283236994,2016,37,Thursday,False
ebgsjbijnbizvfy,2016-09-15,03:05:04 PM,station$147,station$266,ICVZX,medium,whber,4.356801,50.845658,634.16473988439,whber,4.715866,50.88228,351.9161849711,2016,37,Thursday,False
odlinqlojuimkxo,2016-09-15,11:00:08 PM,station$150,station$150,ICXUWV,low,whber,4.336531,50.835707,686.61560693642,whber,4.336531,50.835707,686.61560693642,2016,37,Thursday,False
gotzmbphxsmewcc,2016-09-15,11:00:09 PM,station$177,station$525,ICXUWV,low,whber,4.482076,50.896456,171.02023121387,whber,3.216726,51.197226,164.41907514451,2016,37,Thursday,False
utggipqwofocxup,2016-09-15,11:51:49 PM,station$266,station$566,ICVWW,low,whber,4.715866,50.88228,351.9161849711,whber,3.7970879999999996,51.002807000000004,64.190751445087,2016,37,Thursday,False
jlflmttkvdomget,2016-09-16,09:01:19 AM,station$525,station$544,ICVAS,low,whber,3.216726,51.197226,164.41907514451,whber,3.710675,51.035896,309.01445086705,2016,37,Friday,False
sdvaaivoimeunpk,2016-09-16,10:23:15 AM,station$241,station$266,ICYUXV,medium,whber,5.327627,50.930822,180.59826589595002,whber,4.715866,50.88228,351.9161849711,2016,37,Friday,False
mvejdxbrufnueim,2016-09-16,10:41:58 AM,station$178,station$185,ZSYS,low,whber,4.421101,51.2172,467.98265895954,whber,4.432221,51.19923,421.64450867052,2016,37,Friday,False
htrnqtdnvgknprq,2016-09-16,10:42:03 AM,station$185,station$188,ZSYS,low,whber,4.432221,51.19923,421.64450867052,whber,4.3902589999999995,51.197828,71.193641618497,2016,37,Friday,False
zripziezweanmkg,2016-09-16,10:42:08 AM,station$188,station$595,ZSYS,low,whber,4.3902589999999995,51.197828,71.193641618497,whber,4.259519999999999,51.208335999999996,48.208092485549,2016,37,Friday,False
kpfpqebvjhjskxr,2016-09-16,10:42:14 AM,station$595,station$592,ZSYS,low,whber,4.259519999999999,51.208335999999996,48.208092485549,whber,4.142966,51.171471999999994,127.58381502889999,2016,37,Friday,False
jafrvbytxoiaidh,2016-09-16,10:42:18 AM,station$592,station$588,ZSYS,low,whber,4.142966,51.171471999999994,127.58381502889999,whber,3.987794,51.108062,103.95664739884,2016,37,Friday,False
zlzgmcolirzhezi,2016-09-16,10:42:22 AM,station$588,station$571,ZSYS,medium,whber,3.987794,51.108062,103.95664739884,whber,3.740591,51.056365,80.534682080925,2016,37,Friday,False
qafhcjfsgoojgob,2016-09-16,10:42:26 AM,station$571,station$544,ZSYS,low,whber,3.740591,51.056365,80.534682080925,whber,3.710675,51.035896,309.01445086705,2016,37,Friday,False
erjvxyhqwxborbl,2016-09-16,10:42:30 AM,station$544,station$525,ZSYS,low,whber,3.710675,51.035896,309.01445086705,whber,3.216726,51.197226,164.41907514451,2016,37,Friday,False
wnsmnemreuvmhwh,2016-09-16,10:42:34 AM,station$525,station$543,ZSYS,low,whber,3.216726,51.197226,164.41907514451,whber,2.925809,51.228212,59.895953757225,2016,37,Friday,False
ytxveycluktkzde,2016-09-16,11:44:17 AM,station$223,station$222,SVXXUA,high,whber,4.45749,50.9584,51.239884393064,whber,4.470937,50.977449,41.924855491329005,2016,37,Friday,False
rccwvvczjatfpwv,2016-09-16,11:55:51 AM,station$242,station$266,ICZVXA,low,whber,5.292866,50.886837,37.953757225433996,whber,4.715866,50.88228,351.9161849711,2016,37,Friday,False
kmcsuftqskljsmz,2016-09-16,02:45:50 PM,station$99,station$106,SRXYSS,medium,whber,4.442774,50.890478,72.329479768786,whber,4.373673999999999,50.838943,142.60115606936,2016,37,Friday,False
hzejnldwvoqlfqi,2016-09-16,03:16:05 PM,station$99,station$100,SYXTUW,medium,whber,4.442774,50.890478,72.329479768786,whber,4.469886,50.885723,72.329479768786,2016,37,Friday,False
rdqtboupkwhommk,2016-09-16,04:36:55 PM,station$130,station$214,ICWVZV,high,whber,4.360846,50.859663,640.26589595376,whber,4.482785,51.017648,306.52312138727996,2016,37,Friday,False
ovjjmyqizkrdnwp,2016-09-16,04:37:07 PM,station$130,station$214,ICWVZV,high,whber,4.360846,50.859663,640.26589595376,whber,4.482785,51.017648,306.52312138727996,2016,37,Friday,False
okqigjmdffsknwc,2016-09-16,04:43:24 PM,station$147,station$130,SAZV,low,whber,4.356801,50.845658,634.16473988439,whber,4.360846,50.859663,640.26589595376,2016,37,Friday,False
qpfozunemsatjxr,2016-09-16,04:43:35 PM,station$130,station$132,SAZV,low,whber,4.360846,50.859663,640.26589595376,whber,4.348513,50.87943,58.473988439306005,2016,37,Friday,False
crhxrlbftlgrsbc,2016-09-16,04:43:41 PM,station$132,station$133,SAZV,low,whber,4.348513,50.87943,58.473988439306005,whber,4.326219999999999,50.880833,95.676300578035,2016,37,Friday,False
wnjglnwplikputr,2016-09-16,04:43:45 PM,station$133,station$141,SAZV,low,whber,4.326219999999999,50.880833,95.676300578035,whber,4.289895,50.872625,39.121387283237,2016,37,Friday,False
dambyipfmdaotnz,2016-09-16,04:43:49 PM,station$141,station$142,SAZV,low,whber,4.289895,50.872625,39.121387283237,whber,4.273543,50.868337,39.121387283237,2016,37,Friday,False
wrfojqappdvxhtn,2016-09-16,04:43:54 PM,station$142,station$143,SAZV,low,whber,4.273543,50.868337,39.121387283237,whber,4.243393,50.866728,39.121387283237,2016,37,Friday,False
wyzzukaqqknrgmf,2016-09-16,04:43:58 PM,station$143,station$144,SAZV,low,whber,4.243393,50.866728,39.121387283237,whber,4.205081,50.86716,39.121387283237,2016,37,Friday,False
lrvsygxtvabmgbk,2016-09-16,04:44:04 PM,station$143,station$144,SAZV,low,whber,4.243393,50.866728,39.121387283237,whber,4.205081,50.86716,39.121387283237,2016,37,Friday,False
vmfybsoqubgckdw,2016-09-16,04:44:08 PM,station$144,station$145,SAZV,low,whber,4.205081,50.86716,39.121387283237,whber,4.1653400000000005,50.874522,39.312138728324,2016,37,Friday,False
eooazbbexopsgpj,2016-09-16,04:44:13 PM,station$145,station$146,SAZV,low,whber,4.1653400000000005,50.874522,39.312138728324,whber,4.115171,50.882451,39.14450867052,2016,37,Friday,False
mwesnszpfthmgwa,2016-09-16,04:44:18 PM,station$146,station$627,SAZV,low,whber,4.115171,50.882451,39.14450867052,whber,4.095287,50.882531,82.965317919075,2016,37,Friday,False
imgzoacmqcioaot,2016-09-16,04:44:23 PM,station$627,station$626,SAZV,low,whber,4.095287,50.882531,82.965317919075,whber,4.071825,50.891925,156.13005780347,2016,37,Friday,False
ucqajrylhmihhqd,2016-09-16,04:44:28 PM,station$626,station$600,SAZV,low,whber,4.071825,50.891925,156.13005780347,whber,4.055447,50.919621,59.878612716763,2016,37,Friday,False
qmqceqrjuiuncnh,2016-09-16,04:44:33 PM,station$600,station$598,SAZV,low,whber,4.055447,50.919621,59.878612716763,whber,4.0396529999999995,50.942813,88.263005780347,2016,37,Friday,False
kjnlyhclddmwiay,2016-09-16,04:48:24 PM,station$544,station$178,ICZSZU,high,whber,3.710675,51.035896,309.01445086705,whber,4.421101,51.2172,467.98265895954,2016,37,Friday,False
jedsqjsptglimwc,2016-09-16,04:48:28 PM,station$130,station$576,SXYYUV,medium,whber,4.360846,50.859663,640.26589595376,whber,4.101426999999999,51.022781,101.87283236994,2016,37,Friday,False
liwivjmmojdwvpk,2016-09-16,04:50:14 PM,station$544,station$178,ICZSZU,medium,whber,3.710675,51.035896,309.01445086705,whber,4.421101,51.2172,467.98265895954,2016,37,Friday,False
nrxgamqxwrvclkj,2016-09-16,04:50:18 PM,station$544,station$178,ICZSZU,high,whber,3.710675,51.035896,309.01445086705,whber,4.421101,51.2172,467.98265895954,2016,37,Friday,False
tifbtmllhnlyxnq,2016-09-16,04:59:45 PM,station$133,station$134,SXYYUV,medium,whber,4.326219999999999,50.880833,95.676300578035,whber,4.274541,50.890028,38.589595375723,2016,37,Friday,False
dexuotrdilceamm,2016-09-16,05:07:13 PM,station$147,station$105,SYXTUU,low,whber,4.356801,50.845658,634.16473988439,whber,4.672187999999999,50.903529999999996,50.621387283237,2016,37,Friday,False
vypmzpjxzgmdrdt,2016-09-16,05:11:11 PM,station$130,station$106,SSUVUT,high,whber,4.360846,50.859663,640.26589595376,whber,4.373673999999999,50.838943,142.60115606936,2016,37,Friday,False
bcrhfvgktwfafmx,2016-09-16,06:01:06 PM,station$192,station$214,SZZTSR,low,whber,4.465157,51.154114,31.939306358382,whber,4.482785,51.017648,306.52312138727996,2016,37,Friday,False
bcyfcdfcfmkyjie,2016-09-16,06:01:19 PM,station$192,station$150,SZZTSR,low,whber,4.465157,51.154114,31.939306358382,whber,4.336531,50.835707,686.61560693642,2016,37,Friday,False
asxqpnpnjmvtmvy,2016-09-16,07:33:30 PM,station$241,station$130,PTXAV,low,whber,5.327627,50.930822,180.59826589595002,whber,4.360846,50.859663,640.26589595376,2016,37,Friday,False
yiaacoogxfjpaxm,2016-09-16,10:04:33 PM,station$544,station$634,ICWWY,low,whber,3.710675,51.035896,309.01445086705,whber,3.42551,50.892456,59.245664739884006,2016,37,Friday,False
ysksngtvgrfssog,2016-09-16,11:18:29 PM,station$361,station$281,ICYWYY,high,whber,4.86222,50.468794,202.18786127168,whber,5.566694999999999,50.62455,269.12427745665,2016,37,Friday,False
nojxdixafwibwry,2016-09-17,01:44:57 AM,station$266,station$247,ICYUYZ,high,whber,4.715866,50.88228,351.9161849711,whber,5.050031,50.993341,84.919075144509,2016,37,Saturday,True
eemlfxmitlwuwga,2016-09-17,01:45:08 AM,station$266,station$247,ICYUYZ,low,whber,4.715866,50.88228,351.9161849711,whber,5.050031,50.993341,84.919075144509,2016,37,Saturday,True
urcfligpevagjop,2016-09-17,09:29:47 AM,station$150,station$406,ICYZAR,low,whber,4.336531,50.835707,686.61560693642,whber,5.809971,49.68053,85.71387283237,2016,37,Saturday,True
fynpgrjjptrcaos,2016-09-17,10:44:42 AM,station$150,station$266,ICZVAR,low,whber,4.336531,50.835707,686.61560693642,whber,4.715866,50.88228,351.9161849711,2016,37,Saturday,True
yjiipdmdlqrtudc,2016-09-17,10:45:02 AM,station$439,station$150,ICXZZA,low,whber,4.438567,50.404709999999994,213.74566473988,whber,4.336531,50.835707,686.61560693642,2016,37,Saturday,True
ktsfjnrrwnuaboi,2016-09-17,12:08:59 PM,station$458,station$459,LWVUZ,low,whber,4.564138,50.435246,16.473988439305998,whber,4.5845519999999995,50.429528999999995,16.473988439305998,2016,37,Saturday,True
qrjtqudhrahyaoj,2016-09-17,12:09:05 PM,station$455,station$458,LWVUZ,low,whber,4.521861,50.410103,37.878612716763,whber,4.564138,50.435246,16.473988439305998,2016,37,Saturday,True
opjpmnoueqcdyda,2016-09-17,12:30:56 PM,station$147,station$439,ICXZXX,medium,whber,4.356801,50.845658,634.16473988439,whber,4.438567,50.404709999999994,213.74566473988,2016,37,Saturday,True
dkhsybibtnnawvs,2016-09-17,02:22:53 PM,station$178,station$214,ICYAWV,low,whber,4.421101,51.2172,467.98265895954,whber,4.482785,51.017648,306.52312138727996,2016,37,Saturday,True
wudapsbitbpfbyn,2016-09-17,02:23:03 PM,station$178,station$214,SZZRRU,low,whber,4.421101,51.2172,467.98265895954,whber,4.482785,51.017648,306.52312138727996,2016,37,Saturday,True
gsbgbllvvzxgrnc,2016-09-17,05:25:53 PM,station$579,station$214,LSVS,high,whber,4.011094,51.003149,21.433526011561,whber,4.482785,51.017648,306.52312138727996,2016,37,Saturday,True
bpqidzwqchsoxny,2016-09-17,07:31:32 PM,station$248,station$241,ICZVYS,high,whber,5.497685,50.967057000000004,39.476878612717,whber,5.327627,50.930822,180.59826589595002,2016,37,Saturday,True
isrvbyjpqfxeeck,2016-09-17,08:49:39 PM,station$361,station$462,ICXSXS,medium,whber,4.86222,50.468794,202.18786127168,whber,4.662632,50.45095,41.528901734104,2016,37,Saturday,True
eaflbdgahyxovfx,2016-09-17,09:54:32 PM,station$590,station$130,ICXYYR,medium,whber,4.0689400000000004,51.143398,39.118497109827,whber,4.360846,50.859663,640.26589595376,2016,37,Saturday,True
tfvyofocdqyzocu,2016-09-17,10:01:08 PM,station$525,station$150,ICZVAS,high,whber,3.216726,51.197226,164.41907514451,whber,4.336531,50.835707,686.61560693642,2016,37,Saturday,True
fkpskgmjjuzjzno,2016-09-17,10:01:32 PM,station$150,station$177,ICXUAT,high,whber,4.336531,50.835707,686.61560693642,whber,4.482076,50.896456,171.02023121387,2016,37,Saturday,True
pfwcllomygdvgeh,2016-09-17,10:02:46 PM,station$544,station$590,ICTWY,low,whber,3.710675,51.035896,309.01445086705,whber,4.0689400000000004,51.143398,39.118497109827,2016,37,Saturday,True
jalcfqupitzjqtj,2016-09-18,10:41:16 AM,station$266,station$130,ICZVXY,medium,whber,4.715866,50.88228,351.9161849711,whber,4.360846,50.859663,640.26589595376,2016,37,Sunday,True
bzfydhhnfpicexl,2016-09-18,12:13:37 PM,station$185,station$188,ICZSXY,high,whber,4.432221,51.19923,421.64450867052,whber,4.3902589999999995,51.197828,71.193641618497,2016,37,Sunday,True
knldboxayqtsmfy,2016-09-18,12:13:45 PM,station$188,station$592,ICZSXY,high,whber,4.3902589999999995,51.197828,71.193641618497,whber,4.142966,51.171471999999994,127.58381502889999,2016,37,Sunday,True
bilvnrgyyxvcicv,2016-09-18,12:13:48 PM,station$592,station$588,ICZSXY,high,whber,4.142966,51.171471999999994,127.58381502889999,whber,3.987794,51.108062,103.95664739884,2016,37,Sunday,True
afifbiwowqlydmf,2016-09-18,12:13:53 PM,station$588,station$571,ICZSXY,high,whber,3.987794,51.108062,103.95664739884,whber,3.740591,51.056365,80.534682080925,2016,37,Sunday,True
seiwzdysmdjxvnl,2016-09-18,12:13:58 PM,station$571,station$544,ICZSXY,high,whber,3.740591,51.056365,80.534682080925,whber,3.710675,51.035896,309.01445086705,2016,37,Sunday,True
uzmqqpchimxgupb,2016-09-18,02:01:47 PM,station$613,station$514,LWSUW,high,whber,3.872328,50.771137,90.17052023121401,whber,3.777429,50.626932000000004,66.294797687861,2016,37,Sunday,True
fwpssvqgzdaorwc,2016-09-18,05:08:14 PM,station$543,station$525,ICZSZT,medium,whber,2.925809,51.228212,59.895953757225,whber,3.216726,51.197226,164.41907514451,2016,37,Sunday,True
ezparomqdduiwqv,2016-09-18,05:08:51 PM,station$543,station$544,ICZSZT,medium,whber,2.925809,51.228212,59.895953757225,whber,3.710675,51.035896,309.01445086705,2016,37,Sunday,True
brujkpngtqjoysb,2016-09-18,05:20:29 PM,station$553,station$544,ICXUZT,high,whber,2.6527700000000003,51.079197,19.823699421965,whber,3.710675,51.035896,309.01445086705,2016,37,Sunday,True
plhbclqiimaebbe,2016-09-18,05:20:41 PM,station$553,station$552,ICXUZT,medium,whber,2.6527700000000003,51.079197,19.823699421965,whber,2.66994,51.073867,19.823699421965,2016,37,Sunday,True
aujrxlmlpzdbkcm,2016-09-18,05:20:45 PM,station$552,station$556,ICXUZT,medium,whber,2.66994,51.073867,19.823699421965,whber,2.8689430000000002,51.032723,19.823699421965,2016,37,Sunday,True
uvlzlfwxosztbdm,2016-09-18,05:20:53 PM,station$549,station$550,ICXUZT,high,whber,3.127212,51.025163,53.095375722543004,whber,3.330341,50.990842,19.890173410404998,2016,37,Sunday,True
zfsqtflrejpekil,2016-09-18,05:20:57 PM,station$550,station$548,ICXUZT,high,whber,3.330341,50.990842,19.890173410404998,whber,3.534432,50.978258000000004,44.722543352601,2016,37,Sunday,True
uafxtsedgnrsnnu,2016-09-18,05:21:02 PM,station$544,station$582,ICXUZT,medium,whber,3.710675,51.035896,309.01445086705,whber,3.881883,51.001603,74.606936416185,2016,37,Sunday,True
kpgrpmdnfkwbebc,2016-09-18,05:29:08 PM,station$130,station$147,SSUVSS,low,whber,4.360846,50.859663,640.26589595376,whber,4.356801,50.845658,634.16473988439,2016,37,Sunday,True
bcoyivpsynxopzz,2016-09-18,05:49:02 PM,station$150,station$164,SYXTSS,medium,whber,4.336531,50.835707,686.61560693642,whber,4.258558,50.751577000000005,49.054913294798006,2016,37,Sunday,True
meazhyilpbywcwo,2016-09-18,06:35:38 PM,station$544,station$583,LSUT,low,whber,3.710675,51.035896,309.01445086705,whber,3.829593,50.99175,23.00289017341,2016,37,Sunday,True
sxdapwdbonqomti,2016-09-18,06:36:02 PM,station$217,station$216,LSUT,low,whber,4.2291099999999995,51.014484,23.023121387283002,whber,4.299073,51.009091,36.341040462428005,2016,37,Sunday,True
qovbuvocglxfcob,2016-09-18,06:39:29 PM,station$557,station$609,ICYXZU,medium,whber,3.600386,50.850116,82.916184971098,whber,3.9224160000000006,50.907198,39.514450867052005,2016,37,Sunday,True
jxrritcgsxefbfz,2016-09-18,06:50:37 PM,station$543,station$266,ICVZS,high,whber,2.925809,51.228212,59.895953757225,whber,4.715866,50.88228,351.9161849711,2016,37,Sunday,True
pwkihougykwtfmf,2016-09-18,06:50:57 PM,station$525,station$544,ICVZS,high,whber,3.216726,51.197226,164.41907514451,whber,3.710675,51.035896,309.01445086705,2016,37,Sunday,True
wvlxzxirdtlqlqa,2016-09-18,07:16:09 PM,station$544,station$150,ICVZS,high,whber,3.710675,51.035896,309.01445086705,whber,4.336531,50.835707,686.61560693642,2016,37,Sunday,True
qtetnkuglrkzyvx,2016-09-18,07:20:47 PM,station$110,station$113,SSUVUR,high,whber,4.408112,50.794698,31.947976878613,whber,4.49706,50.737958,30.734104046243,2016,37,Sunday,True
mdrtktpnqqkqyyg,2016-09-18,07:28:28 PM,station$205,station$213,ICWYXR,low,whber,4.829535,51.181513,101.30924855491,whber,4.893089,51.241021,48.526011560693995,2016,37,Sunday,True
joifborevdovkid,2016-09-18,07:28:35 PM,station$213,station$212,ICWYXR,low,whber,4.893089,51.241021,48.526011560693995,whber,4.9374150000000006,51.322032,48.526011560693995,2016,37,Sunday,True
ioigwawvhfnkbuh,2016-09-18,07:28:40 PM,station$178,station$185,ICWYXR,low,whber,4.421101,51.2172,467.98265895954,whber,4.432221,51.19923,421.64450867052,2016,37,Sunday,True
nglvsitmjqdylmo,2016-09-18,07:28:46 PM,station$185,station$200,ICWYXR,low,whber,4.432221,51.19923,421.64450867052,whber,4.560614,51.135758,154.41329479768999,2016,37,Sunday,True
jhskynnkfqffhkr,2016-09-18,07:40:09 PM,station$544,station$525,ICZSWY,high,whber,3.710675,51.035896,309.01445086705,whber,3.216726,51.197226,164.41907514451,2016,37,Sunday,True
bavwbqgibnklxrd,2016-09-18,07:51:47 PM,station$468,station$130,ICXTZR,low,whber,3.9106940000000003,50.530496,88.51156069364201,whber,4.360846,50.859663,640.26589595376,2016,37,Sunday,True
wyvqzllxnvtuhuh,2016-09-18,08:18:28 PM,station$130,station$266,ICVZS,medium,whber,4.360846,50.859663,640.26589595376,whber,4.715866,50.88228,351.9161849711,2016,37,Sunday,True
fmqidzwtcyogrnv,2016-09-18,08:20:33 PM,station$130,station$266,ICXUZT,low,whber,4.360846,50.859663,640.26589595376,whber,4.715866,50.88228,351.9161849711,2016,37,Sunday,True
actonerygqtblag,2016-09-18,10:04:29 PM,station$0,station$643,ICSYR,high,,,,,whber,3.1304119999999998,50.949025,35.274566473987996,2016,37,Sunday,True
qsrtveuvzdyfrqs,2016-09-18,10:53:24 PM,station$150,station$175,SZAXSTR,low,whber,4.336531,50.835707,686.61560693642,whber,4.348592900000001,50.8642714,0.0,2016,37,Sunday,True
xyijehlsozsdosc,2016-09-18,10:57:54 PM,station$588,station$178,ICZSAS,low,whber,3.987794,51.108062,103.95664739884,whber,4.421101,51.2172,467.98265895954,2016,37,Sunday,True
ixiwfahvaxbvdgs,2016-09-18,11:12:24 PM,station$486,station$147,PTSAY,high,whber,4.137662000000001,50.605078999999996,160.14161849711002,whber,4.356801,50.845658,634.16473988439,2016,37,Sunday,True
blpgkuusqhvrhqn,2016-09-18,11:22:45 PM,station$185,station$188,LYVTS,high,whber,4.432221,51.19923,421.64450867052,whber,4.3902589999999995,51.197828,71.193641618497,2016,37,Sunday,True
jvytfkpvynnitjb,2016-09-19,05:54:44 AM,station$241,station$185,PTYZV,high,whber,5.327627,50.930822,180.59826589595002,whber,4.432221,51.19923,421.64450867052,2016,38,Monday,False
ifjqyqgtqalegse,2016-09-19,05:54:50 AM,station$241,station$185,PTYZV,low,whber,5.327627,50.930822,180.59826589595002,whber,4.432221,51.19923,421.64450867052,2016,38,Monday,False
xjriepbyxaqgkfo,2016-09-19,06:37:41 AM,station$590,station$130,ICXYYR,high,whber,4.0689400000000004,51.143398,39.118497109827,whber,4.360846,50.859663,640.26589595376,2016,38,Monday,False
gbjkjqfixwlwsgw,2016-09-19,06:47:49 AM,station$282,station$130,PTWWW,medium,whber,5.509704,50.661208,53.239884393064,whber,4.360846,50.859663,640.26589595376,2016,38,Monday,False
hkivlqarclzzucg,2016-09-19,06:50:23 AM,station$282,station$130,PTWWW,high,whber,5.509704,50.661208,53.239884393064,whber,4.360846,50.859663,640.26589595376,2016,38,Monday,False
kqthroumshrjnqq,2016-09-19,06:52:26 AM,station$598,station$609,PTRSY,low,whber,4.0396529999999995,50.942813,88.263005780347,whber,3.9224160000000006,50.907198,39.514450867052005,2016,38,Monday,False
tlddvyybdzvztuy,2016-09-19,06:52:32 AM,station$241,station$130,PTXAV,high,whber,5.327627,50.930822,180.59826589595002,whber,4.360846,50.859663,640.26589595376,2016,38,Monday,False
boqdjstteuygnfu,2016-09-19,07:11:49 AM,station$493,station$150,PTVZV,high,whber,4.047357,50.697272999999996,57.187861271676,whber,4.336531,50.835707,686.61560693642,2016,38,Monday,False
vhzcletfpsvpijq,2016-09-19,07:15:16 AM,station$514,station$524,PSVSR,high,whber,3.777429,50.626932000000004,66.294797687861,whber,3.793627,50.661235,27.14161849711,2016,38,Monday,False
sgvbhnwlccxptlk,2016-09-19,07:15:22 AM,station$524,station$523,PSVSR,high,whber,3.793627,50.661235,27.14161849711,whber,3.823408,50.686585,27.14161849711,2016,38,Monday,False
geafmxywjxbphfp,2016-09-19,07:15:26 AM,station$523,station$522,PSVSR,high,whber,3.823408,50.686585,27.14161849711,whber,3.835175,50.703062,27.14161849711,2016,38,Monday,False
jmhojfcuiatyizd,2016-09-19,07:15:30 AM,station$522,station$520,PSVSR,high,whber,3.835175,50.703062,27.14161849711,whber,3.8364339999999997,50.712015,27.14161849711,2016,38,Monday,False
mbjxppzxkowbjql,2016-09-19,07:15:36 AM,station$520,station$521,PSVSR,high,whber,3.8364339999999997,50.712015,27.14161849711,whber,3.847086,50.733095,27.14161849711,2016,38,Monday,False
gocmqcxeogdokys,2016-09-19,07:15:40 AM,station$521,station$613,PSVSR,medium,whber,3.847086,50.733095,27.14161849711,whber,3.872328,50.771137,90.17052023121401,2016,38,Monday,False
xxxeurxxvaagcvi,2016-09-19,07:31:50 AM,station$214,station$150,ICXZYS,high,whber,4.482785,51.017648,306.52312138727996,whber,4.336531,50.835707,686.61560693642,2016,38,Monday,False
